race_id,season_year,round_number,race_name,race_date,circuit_id,race_url
81,1959,6,German Grand Prix,1959-08-02,avus,https://en.wikipedia.org/wiki/1959_German_Grand_Prix
82,1959,7,Portuguese Grand Prix,1959-08-23,monsanto,https://en.wikipedia.org/wiki/1959_Portuguese_Grand_Prix
83,1959,8,Italian Grand Prix,1959-09-13,monza,https://en.wikipedia.org/wiki/1959_Italian_Grand_Prix
84,1959,9,United States Grand Prix,1959-12-12,sebring,https://en.wikipedia.org/wiki/1959_United_States_Grand_Prix
85,1960,1,Argentine Grand Prix,1960-02-07,galvez,https://en.wikipedia.org/wiki/1960_Argentine_Grand_Prix
86,1960,2,Monaco Grand Prix,1960-05-29,monaco,https://en.wikipedia.org/wiki/1960_Monaco_Grand_Prix
87,1960,3,Indianapolis 500,1960-05-30,indianapolis,https://en.wikipedia.org/wiki/1960_Indianapolis_500
88,1960,4,Dutch Grand Prix,1960-06-06,zandvoort,https://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
89,1960,5,Belgian Grand Prix,1960-06-19,spa,https://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
90,1960,6,French Grand Prix,1960-07-03,reims,https://en.wikipedia.org/wiki/1960_French_Grand_Prix
91,1960,7,British Grand Prix,1960-07-16,silverstone,https://en.wikipedia.org/wiki/1960_British_Grand_Prix
92,1960,8,Portuguese Grand Prix,1960-08-14,boavista,https://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
93,1960,9,Italian Grand Prix,1960-09-04,monza,https://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
94,1960,10,United States Grand Prix,1960-11-20,riverside,https://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
95,1961,1,Monaco Grand Prix,1961-05-14,monaco,https://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
96,1961,2,Dutch Grand Prix,1961-05-22,zandvoort,https://en.wikipedia.org/wiki/1961_Dutch_Grand_Prix
97,1961,3,Belgian Grand Prix,1961-06-18,spa,https://en.wikipedia.org/wiki/1961_Belgian_Grand_Prix
98,1961,4,French Grand Prix,1961-07-02,reims,https://en.wikipedia.org/wiki/1961_French_Grand_Prix
99,1961,5,British Grand Prix,1961-07-15,aintree,https://en.wikipedia.org/wiki/1961_British_Grand_Prix
100,1961,6,German Grand Prix,1961-08-06,nurburgring,https://en.wikipedia.org/wiki/1961_German_Grand_Prix
101,1961,7,Italian Grand Prix,1961-09-10,monza,https://en.wikipedia.org/wiki/1961_Italian_Grand_Prix
102,1961,8,United States Grand Prix,1961-10-08,watkins_glen,https://en.wikipedia.org/wiki/1961_United_States_Grand_Prix
103,1962,1,Dutch Grand Prix,1962-05-20,zandvoort,https://en.wikipedia.org/wiki/1962_Dutch_Grand_Prix
104,1962,2,Monaco Grand Prix,1962-06-03,monaco,https://en.wikipedia.org/wiki/1962_Monaco_Grand_Prix
105,1962,3,Belgian Grand Prix,1962-06-17,spa,https://en.wikipedia.org/wiki/1962_Belgian_Grand_Prix
106,1962,4,French Grand Prix,1962-07-08,essarts,https://en.wikipedia.org/wiki/1962_French_Grand_Prix
107,1962,5,British Grand Prix,1962-07-21,aintree,https://en.wikipedia.org/wiki/1962_British_Grand_Prix
108,1962,6,German Grand Prix,1962-08-05,nurburgring,https://en.wikipedia.org/wiki/1962_German_Grand_Prix
109,1962,7,Italian Grand Prix,1962-09-16,monza,https://en.wikipedia.org/wiki/1962_Italian_Grand_Prix
110,1962,8,United States Grand Prix,1962-10-07,watkins_glen,https://en.wikipedia.org/wiki/1962_United_States_Grand_Prix
111,1962,9,South African Grand Prix,1962-12-29,george,https://en.wikipedia.org/wiki/1962_South_African_Grand_Prix
112,1963,1,Monaco Grand Prix,1963-05-26,monaco,https://en.wikipedia.org/wiki/1963_Monaco_Grand_Prix
113,1963,2,Belgian Grand Prix,1963-06-09,spa,https://en.wikipedia.org/wiki/1963_Belgian_Grand_Prix
114,1963,3,Dutch Grand Prix,1963-06-23,zandvoort,https://en.wikipedia.org/wiki/1963_Dutch_Grand_Prix
115,1963,4,French Grand Prix,1963-06-30,reims,https://en.wikipedia.org/wiki/1963_French_Grand_Prix
116,1963,5,British Grand Prix,1963-07-20,silverstone,https://en.wikipedia.org/wiki/1963_British_Grand_Prix
117,1963,6,German Grand Prix,1963-08-04,nurburgring,https://en.wikipedia.org/wiki/1963_German_Grand_Prix
118,1963,7,Italian Grand Prix,1963-09-08,monza,https://en.wikipedia.org/wiki/1963_Italian_Grand_Prix
119,1963,8,United States Grand Prix,1963-10-06,watkins_glen,https://en.wikipedia.org/wiki/1963_United_States_Grand_Prix
120,1963,9,Mexican Grand Prix,1963-10-27,rodriguez,https://en.wikipedia.org/wiki/1963_Mexican_Grand_Prix
121,1963,10,South African Grand Prix,1963-12-28,george,https://en.wikipedia.org/wiki/1963_South_African_Grand_Prix
122,1964,1,Monaco Grand Prix,1964-05-10,monaco,https://en.wikipedia.org/wiki/1964_Monaco_Grand_Prix
123,1964,2,Dutch Grand Prix,1964-05-24,zandvoort,https://en.wikipedia.org/wiki/1964_Dutch_Grand_Prix
124,1964,3,Belgian Grand Prix,1964-06-14,spa,https://en.wikipedia.org/wiki/1964_Belgian_Grand_Prix
125,1964,4,French Grand Prix,1964-06-28,essarts,https://en.wikipedia.org/wiki/1964_French_Grand_Prix
126,1964,5,British Grand Prix,1964-07-11,brands_hatch,https://en.wikipedia.org/wiki/1964_British_Grand_Prix
127,1964,6,German Grand Prix,1964-08-02,nurburgring,https://en.wikipedia.org/wiki/1964_German_Grand_Prix
128,1964,7,Austrian Grand Prix,1964-08-23,zeltweg,https://en.wikipedia.org/wiki/1964_Austrian_Grand_Prix
129,1964,8,Italian Grand Prix,1964-09-06,monza,https://en.wikipedia.org/wiki/1964_Italian_Grand_Prix
130,1964,9,United States Grand Prix,1964-10-04,watkins_glen,https://en.wikipedia.org/wiki/1964_United_States_Grand_Prix
131,1964,10,Mexican Grand Prix,1964-10-25,rodriguez,https://en.wikipedia.org/wiki/1964_Mexican_Grand_Prix
132,1965,1,South African Grand Prix,1965-01-01,george,https://en.wikipedia.org/wiki/1965_South_African_Grand_Prix
133,1965,2,Monaco Grand Prix,1965-05-30,monaco,https://en.wikipedia.org/wiki/1965_Monaco_Grand_Prix
134,1965,3,Belgian Grand Prix,1965-06-13,spa,https://en.wikipedia.org/wiki/1965_Belgian_Grand_Prix
135,1965,4,French Grand Prix,1965-06-27,charade,https://en.wikipedia.org/wiki/1965_French_Grand_Prix
136,1965,5,British Grand Prix,1965-07-10,silverstone,https://en.wikipedia.org/wiki/1965_British_Grand_Prix
137,1965,6,Dutch Grand Prix,1965-07-18,zandvoort,https://en.wikipedia.org/wiki/1965_Dutch_Grand_Prix
138,1965,7,German Grand Prix,1965-08-01,nurburgring,https://en.wikipedia.org/wiki/1965_German_Grand_Prix
139,1965,8,Italian Grand Prix,1965-09-12,monza,https://en.wikipedia.org/wiki/1965_Italian_Grand_Prix
140,1965,9,United States Grand Prix,1965-10-03,watkins_glen,https://en.wikipedia.org/wiki/1965_United_States_Grand_Prix
141,1965,10,Mexican Grand Prix,1965-10-24,rodriguez,https://en.wikipedia.org/wiki/1965_Mexican_Grand_Prix
142,1966,1,Monaco Grand Prix,1966-05-22,monaco,https://en.wikipedia.org/wiki/1966_Monaco_Grand_Prix
143,1966,2,Belgian Grand Prix,1966-06-12,spa,https://en.wikipedia.org/wiki/1966_Belgian_Grand_Prix
144,1966,3,French Grand Prix,1966-07-03,reims,https://en.wikipedia.org/wiki/1966_French_Grand_Prix
145,1966,4,British Grand Prix,1966-07-16,brands_hatch,https://en.wikipedia.org/wiki/1966_British_Grand_Prix
146,1966,5,Dutch Grand Prix,1966-07-24,zandvoort,https://en.wikipedia.org/wiki/1966_Dutch_Grand_Prix
147,1966,6,German Grand Prix,1966-08-07,nurburgring,https://en.wikipedia.org/wiki/1966_German_Grand_Prix
148,1966,7,Italian Grand Prix,1966-09-04,monza,https://en.wikipedia.org/wiki/1966_Italian_Grand_Prix
149,1966,8,United States Grand Prix,1966-10-02,watkins_glen,https://en.wikipedia.org/wiki/1966_United_States_Grand_Prix
150,1966,9,Mexican Grand Prix,1966-10-23,rodriguez,https://en.wikipedia.org/wiki/1966_Mexican_Grand_Prix
151,1967,1,South African Grand Prix,1967-01-02,kyalami,https://en.wikipedia.org/wiki/1967_South_African_Grand_Prix
152,1967,2,Monaco Grand Prix,1967-05-07,monaco,https://en.wikipedia.org/wiki/1967_Monaco_Grand_Prix
153,1967,3,Dutch Grand Prix,1967-06-04,zandvoort,https://en.wikipedia.org/wiki/1967_Dutch_Grand_Prix
154,1967,4,Belgian Grand Prix,1967-06-18,spa,https://en.wikipedia.org/wiki/1967_Belgian_Grand_Prix
155,1967,5,French Grand Prix,1967-07-02,lemans,https://en.wikipedia.org/wiki/1967_French_Grand_Prix
156,1967,6,British Grand Prix,1967-07-15,silverstone,https://en.wikipedia.org/wiki/1967_British_Grand_Prix
157,1967,7,German Grand Prix,1967-08-06,nurburgring,https://en.wikipedia.org/wiki/1967_German_Grand_Prix
158,1967,8,Canadian Grand Prix,1967-08-27,mosport,https://en.wikipedia.org/wiki/1967_Canadian_Grand_Prix
159,1967,9,Italian Grand Prix,1967-09-10,monza,https://en.wikipedia.org/wiki/1967_Italian_Grand_Prix
160,1967,10,United States Grand Prix,1967-10-01,watkins_glen,https://en.wikipedia.org/wiki/1967_United_States_Grand_Prix
161,1967,11,Mexican Grand Prix,1967-10-22,rodriguez,https://en.wikipedia.org/wiki/1967_Mexican_Grand_Prix
162,1968,1,South African Grand Prix,1968-01-01,kyalami,https://en.wikipedia.org/wiki/1968_South_African_Grand_Prix
163,1968,2,Spanish Grand Prix,1968-05-12,jarama,https://en.wikipedia.org/wiki/1968_Spanish_Grand_Prix
164,1968,3,Monaco Grand Prix,1968-05-26,monaco,https://en.wikipedia.org/wiki/1968_Monaco_Grand_Prix
165,1968,4,Belgian Grand Prix,1968-06-09,spa,https://en.wikipedia.org/wiki/1968_Belgian_Grand_Prix
166,1968,5,Dutch Grand Prix,1968-06-23,zandvoort,https://en.wikipedia.org/wiki/1968_Dutch_Grand_Prix
167,1968,6,French Grand Prix,1968-07-07,essarts,https://en.wikipedia.org/wiki/1968_French_Grand_Prix
168,1968,7,British Grand Prix,1968-07-20,brands_hatch,https://en.wikipedia.org/wiki/1968_British_Grand_Prix
169,1968,8,German Grand Prix,1968-08-04,nurburgring,https://en.wikipedia.org/wiki/1968_German_Grand_Prix
170,1968,9,Italian Grand Prix,1968-09-08,monza,https://en.wikipedia.org/wiki/1968_Italian_Grand_Prix
171,1968,10,Canadian Grand Prix,1968-09-22,tremblant,https://en.wikipedia.org/wiki/1968_Canadian_Grand_Prix
172,1968,11,United States Grand Prix,1968-10-06,watkins_glen,https://en.wikipedia.org/wiki/1968_United_States_Grand_Prix
173,1968,12,Mexican Grand Prix,1968-11-03,rodriguez,https://en.wikipedia.org/wiki/1968_Mexican_Grand_Prix
174,1969,1,South African Grand Prix,1969-03-01,kyalami,https://en.wikipedia.org/wiki/1969_South_African_Grand_Prix
175,1969,2,Spanish Grand Prix,1969-05-04,montjuic,https://en.wikipedia.org/wiki/1969_Spanish_Grand_Prix
176,1969,3,Monaco Grand Prix,1969-05-18,monaco,https://en.wikipedia.org/wiki/1969_Monaco_Grand_Prix
177,1969,4,Dutch Grand Prix,1969-06-21,zandvoort,https://en.wikipedia.org/wiki/1969_Dutch_Grand_Prix
178,1969,5,French Grand Prix,1969-07-06,charade,https://en.wikipedia.org/wiki/1969_French_Grand_Prix
179,1969,6,British Grand Prix,1969-07-19,silverstone,https://en.wikipedia.org/wiki/1969_British_Grand_Prix
180,1969,7,German Grand Prix,1969-08-03,nurburgring,https://en.wikipedia.org/wiki/1969_German_Grand_Prix
181,1969,8,Italian Grand Prix,1969-09-07,monza,https://en.wikipedia.org/wiki/1969_Italian_Grand_Prix
182,1969,9,Canadian Grand Prix,1969-09-20,mosport,https://en.wikipedia.org/wiki/1969_Canadian_Grand_Prix
183,1969,10,United States Grand Prix,1969-10-05,watkins_glen,https://en.wikipedia.org/wiki/1969_United_States_Grand_Prix
184,1969,11,Mexican Grand Prix,1969-10-19,rodriguez,https://en.wikipedia.org/wiki/1969_Mexican_Grand_Prix
185,1970,1,South African Grand Prix,1970-03-07,kyalami,https://en.wikipedia.org/wiki/1970_South_African_Grand_Prix
186,1970,2,Spanish Grand Prix,1970-04-19,jarama,https://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix
187,1970,3,Monaco Grand Prix,1970-05-10,monaco,https://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix
188,1970,4,Belgian Grand Prix,1970-06-07,spa,https://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix
189,1970,5,Dutch Grand Prix,1970-06-21,zandvoort,https://en.wikipedia.org/wiki/1970_Dutch_Grand_Prix
190,1970,6,French Grand Prix,1970-07-05,charade,https://en.wikipedia.org/wiki/1970_French_Grand_Prix
191,1970,7,British Grand Prix,1970-07-18,brands_hatch,https://en.wikipedia.org/wiki/1970_British_Grand_Prix
192,1970,8,German Grand Prix,1970-08-02,hockenheimring,https://en.wikipedia.org/wiki/1970_German_Grand_Prix
193,1970,9,Austrian Grand Prix,1970-08-16,red_bull_ring,https://en.wikipedia.org/wiki/1970_Austrian_Grand_Prix
194,1970,10,Italian Grand Prix,1970-09-06,monza,https://en.wikipedia.org/wiki/1970_Italian_Grand_Prix
195,1970,11,Canadian Grand Prix,1970-09-20,tremblant,https://en.wikipedia.org/wiki/1970_Canadian_Grand_Prix
196,1970,12,United States Grand Prix,1970-10-04,watkins_glen,https://en.wikipedia.org/wiki/1970_United_States_Grand_Prix
197,1970,13,Mexican Grand Prix,1970-10-25,rodriguez,https://en.wikipedia.org/wiki/1970_Mexican_Grand_Prix
198,1971,1,South African Grand Prix,1971-03-06,kyalami,https://en.wikipedia.org/wiki/1971_South_African_Grand_Prix
199,1971,2,Spanish Grand Prix,1971-04-18,montjuic,https://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix
200,1971,3,Monaco Grand Prix,1971-05-23,monaco,https://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix
201,1971,4,Dutch Grand Prix,1971-06-20,zandvoort,https://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix
202,1971,5,French Grand Prix,1971-07-04,ricard,https://en.wikipedia.org/wiki/1971_French_Grand_Prix
203,1971,6,British Grand Prix,1971-07-17,silverstone,https://en.wikipedia.org/wiki/1971_British_Grand_Prix
204,1971,7,German Grand Prix,1971-08-01,nurburgring,https://en.wikipedia.org/wiki/1971_German_Grand_Prix
205,1971,8,Austrian Grand Prix,1971-08-15,red_bull_ring,https://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix
206,1971,9,Italian Grand Prix,1971-09-05,monza,https://en.wikipedia.org/wiki/1971_Italian_Grand_Prix
207,1971,10,Canadian Grand Prix,1971-09-19,mosport,https://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix
208,1971,11,United States Grand Prix,1971-10-03,watkins_glen,https://en.wikipedia.org/wiki/1971_United_States_Grand_Prix
209,1972,1,Argentine Grand Prix,1972-01-23,galvez,https://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix
210,1972,2,South African Grand Prix,1972-03-04,kyalami,https://en.wikipedia.org/wiki/1972_South_African_Grand_Prix
211,1972,3,Spanish Grand Prix,1972-05-01,jarama,https://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix
212,1972,4,Monaco Grand Prix,1972-05-14,monaco,https://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix
213,1972,5,Belgian Grand Prix,1972-06-04,nivelles,https://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix
214,1972,6,French Grand Prix,1972-07-02,charade,https://en.wikipedia.org/wiki/1972_French_Grand_Prix
215,1972,7,British Grand Prix,1972-07-15,brands_hatch,https://en.wikipedia.org/wiki/1972_British_Grand_Prix
216,1972,8,German Grand Prix,1972-07-30,nurburgring,https://en.wikipedia.org/wiki/1972_German_Grand_Prix
217,1972,9,Austrian Grand Prix,1972-08-13,red_bull_ring,https://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix
218,1972,10,Italian Grand Prix,1972-09-10,monza,https://en.wikipedia.org/wiki/1972_Italian_Grand_Prix
219,1972,11,Canadian Grand Prix,1972-09-24,mosport,https://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix
220,1972,12,United States Grand Prix,1972-10-08,watkins_glen,https://en.wikipedia.org/wiki/1972_United_States_Grand_Prix
221,1973,1,Argentine Grand Prix,1973-01-28,galvez,https://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix
222,1973,2,Brazilian Grand Prix,1973-02-11,interlagos,https://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix
223,1973,3,South African Grand Prix,1973-03-03,kyalami,https://en.wikipedia.org/wiki/1973_South_African_Grand_Prix
224,1973,4,Spanish Grand Prix,1973-04-29,montjuic,https://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix
225,1973,5,Belgian Grand Prix,1973-05-20,zolder,https://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix
226,1973,6,Monaco Grand Prix,1973-06-03,monaco,https://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix
227,1973,7,Swedish Grand Prix,1973-06-17,anderstorp,https://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix
228,1973,8,French Grand Prix,1973-07-01,ricard,https://en.wikipedia.org/wiki/1973_French_Grand_Prix
229,1973,9,British Grand Prix,1973-07-14,silverstone,https://en.wikipedia.org/wiki/1973_British_Grand_Prix
230,1973,10,Dutch Grand Prix,1973-07-29,zandvoort,https://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix
231,1973,11,German Grand Prix,1973-08-05,nurburgring,https://en.wikipedia.org/wiki/1973_German_Grand_Prix
232,1973,12,Austrian Grand Prix,1973-08-19,red_bull_ring,https://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix
233,1973,13,Italian Grand Prix,1973-09-09,monza,https://en.wikipedia.org/wiki/1973_Italian_Grand_Prix
234,1973,14,Canadian Grand Prix,1973-09-23,mosport,https://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix
235,1973,15,United States Grand Prix,1973-10-07,watkins_glen,https://en.wikipedia.org/wiki/1973_United_States_Grand_Prix
236,1974,1,Argentine Grand Prix,1974-01-13,galvez,https://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix
237,1974,2,Brazilian Grand Prix,1974-01-27,interlagos,https://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix
238,1974,3,South African Grand Prix,1974-03-30,kyalami,https://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
239,1974,4,Spanish Grand Prix,1974-04-28,jarama,https://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
240,1974,5,Belgian Grand Prix,1974-05-12,nivelles,https://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
241,1974,6,Monaco Grand Prix,1974-05-26,monaco,https://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix
242,1974,7,Swedish Grand Prix,1974-06-09,anderstorp,https://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
243,1974,8,Dutch Grand Prix,1974-06-23,zandvoort,https://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
244,1974,9,French Grand Prix,1974-07-07,dijon,https://en.wikipedia.org/wiki/1974_French_Grand_Prix
245,1974,10,British Grand Prix,1974-07-20,brands_hatch,https://en.wikipedia.org/wiki/1974_British_Grand_Prix
246,1974,11,German Grand Prix,1974-08-04,nurburgring,https://en.wikipedia.org/wiki/1974_German_Grand_Prix
247,1974,12,Austrian Grand Prix,1974-08-18,red_bull_ring,https://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix
248,1974,13,Italian Grand Prix,1974-09-08,monza,https://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
249,1974,14,Canadian Grand Prix,1974-09-22,mosport,https://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
250,1974,15,United States Grand Prix,1974-10-06,watkins_glen,https://en.wikipedia.org/wiki/1974_United_States_Grand_Prix
251,1975,1,Argentine Grand Prix,1975-01-12,galvez,https://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix
252,1975,2,Brazilian Grand Prix,1975-01-26,interlagos,https://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix
253,1975,3,South African Grand Prix,1975-03-01,kyalami,https://en.wikipedia.org/wiki/1975_South_African_Grand_Prix
254,1975,4,Spanish Grand Prix,1975-04-27,montjuic,https://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix
255,1975,5,Monaco Grand Prix,1975-05-11,monaco,https://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix
256,1975,6,Belgian Grand Prix,1975-05-25,zolder,https://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix
257,1975,7,Swedish Grand Prix,1975-06-08,anderstorp,https://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix
258,1975,8,Dutch Grand Prix,1975-06-22,zandvoort,https://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix
259,1975,9,French Grand Prix,1975-07-06,ricard,https://en.wikipedia.org/wiki/1975_French_Grand_Prix
260,1975,10,British Grand Prix,1975-07-19,silverstone,https://en.wikipedia.org/wiki/1975_British_Grand_Prix
261,1975,11,German Grand Prix,1975-08-03,nurburgring,https://en.wikipedia.org/wiki/1975_German_Grand_Prix
262,1975,12,Austrian Grand Prix,1975-08-17,red_bull_ring,https://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix
263,1975,13,Italian Grand Prix,1975-09-07,monza,https://en.wikipedia.org/wiki/1975_Italian_Grand_Prix
264,1975,14,United States Grand Prix,1975-10-05,watkins_glen,https://en.wikipedia.org/wiki/1975_United_States_Grand_Prix
265,1976,1,Brazilian Grand Prix,1976-01-25,interlagos,https://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix
266,1976,2,South African Grand Prix,1976-03-06,kyalami,https://en.wikipedia.org/wiki/1976_South_African_Grand_Prix
267,1976,3,United States Grand Prix West,1976-03-28,long_beach,https://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West
268,1976,4,Spanish Grand Prix,1976-05-02,jarama,https://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix
269,1976,5,Belgian Grand Prix,1976-05-16,zolder,https://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix
270,1976,6,Monaco Grand Prix,1976-05-30,monaco,https://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix
271,1976,7,Swedish Grand Prix,1976-06-13,anderstorp,https://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix
272,1976,8,French Grand Prix,1976-07-04,ricard,https://en.wikipedia.org/wiki/1976_French_Grand_Prix
273,1976,9,British Grand Prix,1976-07-18,brands_hatch,https://en.wikipedia.org/wiki/1976_British_Grand_Prix
274,1976,10,German Grand Prix,1976-08-01,nurburgring,https://en.wikipedia.org/wiki/1976_German_Grand_Prix
275,1976,11,Austrian Grand Prix,1976-08-15,red_bull_ring,https://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix
276,1976,12,Dutch Grand Prix,1976-08-29,zandvoort,https://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix
277,1976,13,Italian Grand Prix,1976-09-12,monza,https://en.wikipedia.org/wiki/1976_Italian_Grand_Prix
278,1976,14,Canadian Grand Prix,1976-10-03,mosport,https://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix
279,1976,15,United States Grand Prix,1976-10-10,watkins_glen,https://en.wikipedia.org/wiki/1976_United_States_Grand_Prix
280,1976,16,Japanese Grand Prix,1976-10-24,fuji,https://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix
281,1977,1,Argentine Grand Prix,1977-01-09,galvez,https://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix
282,1977,2,Brazilian Grand Prix,1977-01-23,interlagos,https://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix
283,1977,3,South African Grand Prix,1977-03-05,kyalami,https://en.wikipedia.org/wiki/1977_South_African_Grand_Prix
284,1977,4,United States Grand Prix West,1977-04-03,long_beach,https://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West
285,1977,5,Spanish Grand Prix,1977-05-08,jarama,https://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix
286,1977,6,Monaco Grand Prix,1977-05-22,monaco,https://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix
287,1977,7,Belgian Grand Prix,1977-06-05,zolder,https://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix
288,1977,8,Swedish Grand Prix,1977-06-19,anderstorp,https://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix
289,1977,9,French Grand Prix,1977-07-03,dijon,https://en.wikipedia.org/wiki/1977_French_Grand_Prix
290,1977,10,British Grand Prix,1977-07-16,silverstone,https://en.wikipedia.org/wiki/1977_British_Grand_Prix
291,1977,11,German Grand Prix,1977-07-31,hockenheimring,https://en.wikipedia.org/wiki/1977_German_Grand_Prix
292,1977,12,Austrian Grand Prix,1977-08-14,red_bull_ring,https://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix
293,1977,13,Dutch Grand Prix,1977-08-28,zandvoort,https://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix
294,1977,14,Italian Grand Prix,1977-09-11,monza,https://en.wikipedia.org/wiki/1977_Italian_Grand_Prix
295,1977,15,United States Grand Prix,1977-10-02,watkins_glen,https://en.wikipedia.org/wiki/1977_United_States_Grand_Prix
296,1977,16,Canadian Grand Prix,1977-10-09,mosport,https://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix
297,1977,17,Japanese Grand Prix,1977-10-23,fuji,https://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix
298,1978,1,Argentine Grand Prix,1978-01-15,galvez,https://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix
299,1978,2,Brazilian Grand Prix,1978-01-29,jacarepagua,https://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix
300,1978,3,South African Grand Prix,1978-03-04,kyalami,https://en.wikipedia.org/wiki/1978_South_African_Grand_Prix
301,1978,4,United States Grand Prix West,1978-04-02,long_beach,https://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West
302,1978,5,Monaco Grand Prix,1978-05-07,monaco,https://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix
303,1978,6,Belgian Grand Prix,1978-05-21,zolder,https://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix
304,1978,7,Spanish Grand Prix,1978-06-04,jarama,https://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix
305,1978,8,Swedish Grand Prix,1978-06-17,anderstorp,https://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix
306,1978,9,French Grand Prix,1978-07-02,ricard,https://en.wikipedia.org/wiki/1978_French_Grand_Prix
307,1978,10,British Grand Prix,1978-07-16,brands_hatch,https://en.wikipedia.org/wiki/1978_British_Grand_Prix
308,1978,11,German Grand Prix,1978-07-30,hockenheimring,https://en.wikipedia.org/wiki/1978_German_Grand_Prix
309,1978,12,Austrian Grand Prix,1978-08-13,red_bull_ring,https://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
310,1978,13,Dutch Grand Prix,1978-08-27,zandvoort,https://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
311,1978,14,Italian Grand Prix,1978-09-10,monza,https://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
312,1978,15,United States Grand Prix,1978-10-01,watkins_glen,https://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
313,1978,16,Canadian Grand Prix,1978-10-08,villeneuve,https://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix
